Region,Country,Item Type
Central America and the Caribbean,Belize,Fruits
Sub-Saharan Africa,Malawi,Baby Food
Sub-Saharan Africa,Democratic Republic of the Congo,Fruits
Europe,Romania,Cereal
Asia,Malaysia,Beverages
Australia and Oceania,New Zealand,Personal Care
Europe,Monaco,Meat
Middle East and North Africa,Lebanon,Vegetables
Sub-Saharan Africa,Sao Tome and Principe,Fruits
Europe,Hungary,Clothes
Central America and the Caribbean,Nicaragua,Beverages
Sub-Saharan Africa,Swaziland,Cosmetics
Europe,Bulgaria,Vegetables
Europe,Montenegro,Personal Care
Sub-Saharan Africa,Comoros,Clothes
Australia and Oceania,Marshall Islands,Snacks
Sub-Saharan Africa,Sierra Leone,Office Supplies
Central America and the Caribbean,Cuba,Office Supplies
Asia,Mongolia,Fruits
Sub-Saharan Africa,Guinea,Personal Care
Sub-Saharan Africa,Zambia,Clothes
Middle East and North Africa,Jordan,Vegetables
Middle East and North Africa,Azerbaijan,Meat
Sub-Saharan Africa,Guinea,Personal Care
Sub-Saharan Africa,Seychelles ,Personal Care
Sub-Saharan Africa,Burkina Faso,Clothes
Europe,Estonia,Beverages
Europe,France,Cereal
Asia,Tajikistan,Cereal
Europe,Poland,Household
Asia,India,Personal Care
Australia and Oceania,Australia,Vegetables
Asia,Philippines,Meat
Australia and Oceania,Australia,Meat
Central America and the Caribbean,Panama,Clothes
Sub-Saharan Africa,Sudan,Meat
Middle East and North Africa,Kuwait,Baby Food
Europe,Slovakia,Vegetables
Central America and the Caribbean,Belize,Personal Care
Central America and the Caribbean,Saint Vincent and the Grenadines,Snacks
Sub-Saharan Africa,Mauritius ,Clothes
Central America and the Caribbean,Antigua and Barbuda ,Office Supplies
Middle East and North Africa,Saudi Arabia,Office Supplies
Central America and the Caribbean,Jamaica,Meat
Europe,Iceland,Cosmetics
North America,Greenland,Baby Food
Asia,Japan,Office Supplies
Middle East and North Africa,Morocco,Snacks
Europe,Albania,Vegetables
Sub-Saharan Africa,Namibia,Vegetables
Europe,Italy,Clothes
Sub-Saharan Africa,Mauritius ,Beverages
Sub-Saharan Africa,Zimbabwe,Meat
Sub-Saharan Africa,Sao Tome and Principe,Meat
Sub-Saharan Africa,Burkina Faso,Clothes
Sub-Saharan Africa,Sao Tome and Principe,Baby Food
Sub-Saharan Africa,Republic of the Congo,Snacks
Australia and Oceania,Vanuatu,Snacks
Europe,Czech Republic,Meat
Sub-Saharan Africa,Republic of the Congo,Office Supplies
Asia,Malaysia,Personal Care
Sub-Saharan Africa,Burundi,Personal Care
Sub-Saharan Africa,Eritrea,Vegetables
Sub-Saharan Africa,Mauritius ,Fruits
Europe,Kosovo,Baby Food
Europe,Bulgaria,Snacks
Europe,Cyprus,Office Supplies
Central America and the Caribbean,Belize,Clothes
Asia,Mongolia,Vegetables
Europe,Armenia,Beverages
Europe,San Marino,Baby Food
Europe,Hungary,Cosmetics
Central America and the Caribbean,Antigua and Barbuda ,Household
Asia,Bhutan,Baby Food
Central America and the Caribbean,Haiti,Fruits
Central America and the Caribbean,Jamaica,Household
Middle East and North Africa,Libya,Vegetables
Sub-Saharan Africa,Tanzania,Fruits
Asia,Turkmenistan,Office Supplies
Sub-Saharan Africa,Ethiopia,Personal Care
Europe,Norway,Meat
Europe,France,Cereal
Europe,Norway,Household
Asia,Uzbekistan,Baby Food
Sub-Saharan Africa,Cameroon,Office Supplies
Sub-Saharan Africa,Guinea-Bissau,Meat
Australia and Oceania,Palau,Fruits
Middle East and North Africa,Lebanon,Fruits
Europe,Denmark,Vegetables
Central America and the Caribbean,Dominica,Snacks
Asia,Myanmar,Meat
Europe,France,Office Supplies
Sub-Saharan Africa,Kenya,Office Supplies
Middle East and North Africa,Iran,Fruits
Middle East and North Africa,Oman,Meat
Australia and Oceania,Tonga,Beverages
Europe,Norway,Snacks
Australia and Oceania,New Zealand,Baby Food
Sub-Saharan Africa,Guinea,Office Supplies
Europe,United Kingdom,Clothes
Sub-Saharan Africa,Equatorial Guinea,Beverages
Europe,Finland,Fruits
Middle East and North Africa,Afghanistan,Household
Europe,Georgia,Fruits
Asia,North Korea,Snacks
Sub-Saharan Africa,Cote d'Ivoire,Vegetables
Sub-Saharan Africa,Gabon,Vegetables
Sub-Saharan Africa,Tanzania,Household
Sub-Saharan Africa,Malawi,Clothes
Europe,United Kingdom,Vegetables
Australia and Oceania,Vanuatu,Household
North America,Mexico,Cosmetics
Europe,Kosovo,Baby Food
Asia,Uzbekistan,Personal Care
Europe,Armenia,Snacks
Sub-Saharan Africa,Democratic Republic of the Congo,Beverages
Middle East and North Africa,Pakistan,Clothes
Australia and Oceania,Papua New Guinea,Fruits
Asia,Cambodia,Cereal
Sub-Saharan Africa,Mauritius ,Fruits
Sub-Saharan Africa,Comoros,Cosmetics
Europe,Monaco,Meat
Central America and the Caribbean,Guatemala,Clothes
Middle East and North Africa,Tunisia ,Vegetables
Middle East and North Africa,United Arab Emirates,Meat
Australia and Oceania,Kiribati,Household
Europe,Portugal,Snacks
Europe,Macedonia,Vegetables
Europe,Albania,Baby Food
Sub-Saharan Africa,South Sudan,Beverages
Australia and Oceania,Tonga,Clothes
Sub-Saharan Africa,Djibouti,Personal Care
Middle East and North Africa,Algeria,Snacks
Sub-Saharan Africa,Benin,Office Supplies
Central America and the Caribbean,Cuba,Household
Central America and the Caribbean,Grenada,Cosmetics
Europe,Croatia,Vegetables
Sub-Saharan Africa,Comoros,Office Supplies
Central America and the Caribbean,Trinidad and Tobago,Clothes
Europe,Malta,Office Supplies
Middle East and North Africa,Azerbaijan,Meat
Europe,Luxembourg,Cosmetics
Central America and the Caribbean,Jamaica,Cosmetics
Central America and the Caribbean,Guatemala,Meat
Asia,Nepal,Snacks
Middle East and North Africa,Israel,Beverages
Sub-Saharan Africa,South Sudan,Vegetables
Central America and the Caribbean,Barbados,Household
Europe,Vatican City,Vegetables
Europe,Moldova ,Clothes
Sub-Saharan Africa,Niger,Fruits
Sub-Saharan Africa,Central African Republic,Cereal
Sub-Saharan Africa,Seychelles ,Fruits
Central America and the Caribbean,Antigua and Barbuda ,Cereal
Sub-Saharan Africa,Togo,Fruits
Europe,Luxembourg,Baby Food
Europe,Sweden,Beverages
Australia and Oceania,New Zealand,Beverages
Europe,Russia,Personal Care
Asia,Taiwan,Personal Care
Sub-Saharan Africa,Seychelles ,Office Supplies
Asia,Kyrgyzstan,Personal Care
Australia and Oceania,Palau,Office Supplies
Middle East and North Africa,Morocco,Cosmetics
Europe,Estonia,Cereal
Middle East and North Africa,Turkey,Vegetables
Sub-Saharan Africa,Kenya,Beverages
Asia,Taiwan,Beverages
Europe,France,Cereal
Australia and Oceania,New Zealand,Vegetables
Europe,Denmark,Office Supplies
Middle East and North Africa,Oman,Baby Food
Europe,Austria,Personal Care
Central America and the Caribbean,Costa Rica,Snacks
Asia,Brunei,Baby Food
Australia and Oceania,Marshall Islands,Household
Central America and the Caribbean,Belize,Beverages
Europe,Spain,Baby Food
Middle East and North Africa,Syria,Cereal
Sub-Saharan Africa,Burundi,Cosmetics
Central America and the Caribbean,Dominican Republic,Cosmetics
Middle East and North Africa,Algeria,Cereal
Europe,Macedonia,Household
Sub-Saharan Africa,Rwanda,Household
Sub-Saharan Africa,Guinea-Bissau,Household
Australia and Oceania,Fiji,Vegetables
Australia and Oceania,Nauru,Cereal
Sub-Saharan Africa,Rwanda,Office Supplies
Europe,Switzerland,Personal Care
Middle East and North Africa,Tunisia ,Beverages
Middle East and North Africa,Tunisia ,Personal Care
Asia,Mongolia,Household
Middle East and North Africa,Morocco,Cosmetics
Europe,Switzerland,Cosmetics
Sub-Saharan Africa,Comoros,Vegetables
Australia and Oceania,Palau,Personal Care
Europe,Austria,Personal Care
Asia,Taiwan,Cereal
Sub-Saharan Africa,Ethiopia,Meat
Sub-Saharan Africa,Tanzania,Office Supplies
Asia,Vietnam,Cereal
Europe,San Marino,Cereal
Sub-Saharan Africa,Guinea,Office Supplies
Europe,Armenia,Vegetables
Middle East and North Africa,Iraq,Beverages
Australia and Oceania,Vanuatu,Fruits
Middle East and North Africa,Iran,Cosmetics
North America,Greenland,Household
Sub-Saharan Africa,Malawi,Fruits
Asia,Mongolia,Beverages
Europe,Hungary,Cereal
Asia,Kyrgyzstan,Meat
Europe,Moldova ,Vegetables
Asia,Vietnam,Fruits
Sub-Saharan Africa,Guinea,Office Supplies
Middle East and North Africa,United Arab Emirates,Cereal
Europe,Norway,Office Supplies
Central America and the Caribbean,Cuba,Meat
Sub-Saharan Africa,Guinea-Bissau,Fruits
North America,Mexico,Household
Europe,Austria,Personal Care
Sub-Saharan Africa,Mali,Snacks
Sub-Saharan Africa,Liberia,Snacks
Europe,Bulgaria,Meat
Europe,Estonia,Cosmetics
Middle East and North Africa,Pakistan,Office Supplies
Middle East and North Africa,Pakistan,Meat
Australia and Oceania,Samoa ,Snacks
Asia,Bhutan,Office Supplies
Middle East and North Africa,Somalia,Household
Europe,Serbia,Vegetables
Australia and Oceania,Kiribati,Clothes
Sub-Saharan Africa,Chad,Meat
Middle East and North Africa,Turkey,Personal Care
Australia and Oceania,Papua New Guinea,Household
Central America and the Caribbean,Haiti,Meat
Sub-Saharan Africa,Niger,Personal Care
Sub-Saharan Africa,Burundi,Meat
Asia,Philippines,Household
Europe,Latvia,Office Supplies
Sub-Saharan Africa,Mali,Beverages
Australia and Oceania,Fiji,Household
Middle East and North Africa,Yemen,Meat
Sub-Saharan Africa,Chad,Personal Care
Asia,China,Snacks
Europe,Latvia,Cosmetics
Sub-Saharan Africa,Sudan,Office Supplies
Australia and Oceania,Kiribati,Vegetables
Sub-Saharan Africa,Tanzania,Office Supplies
Europe,Slovenia,Office Supplies
Europe,Germany,Household
Europe,Spain,Clothes
Sub-Saharan Africa,Mozambique,Beverages
Central America and the Caribbean,Nicaragua,Office Supplies
Asia,Nepal,Meat
Sub-Saharan Africa,Malawi,Cosmetics
Middle East and North Africa,Oman,Meat
Middle East and North Africa,Lebanon,Personal Care
Europe,Spain,Baby Food
Middle East and North Africa,Tunisia ,Snacks
Europe,Slovakia,Meat
Central America and the Caribbean,Jamaica,Baby Food
Australia and Oceania,Solomon Islands,Meat
Middle East and North Africa,Tunisia ,Snacks
Asia,India,Cosmetics
Europe,Bosnia and Herzegovina,Beverages
Australia and Oceania,Marshall Islands,Fruits
Middle East and North Africa,Libya,Meat
Middle East and North Africa,Turkey,Meat
Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care
Sub-Saharan Africa,Lesotho,Vegetables
Europe,Vatican City,Beverages
Central America and the Caribbean,Costa Rica,Beverages
Asia,Kazakhstan,Cosmetics
Australia and Oceania,East Timor,Cereal
Central America and the Caribbean,Honduras,Meat
Europe,Kosovo,Personal Care
Australia and Oceania,Australia,Beverages
Sub-Saharan Africa,Ghana,Clothes
Sub-Saharan Africa,Sudan,Vegetables
Asia,Singapore,Household
Sub-Saharan Africa,Burkina Faso,Cereal
Sub-Saharan Africa,Comoros,Office Supplies
Sub-Saharan Africa,Cote d'Ivoire,Personal Care
Asia,Turkmenistan,Meat
Sub-Saharan Africa,Republic of the Congo,Snacks
Middle East and North Africa,Egypt,Vegetables
Central America and the Caribbean,Barbados,Household
Sub-Saharan Africa,South Africa,Cosmetics
Europe,Norway,Meat
North America,Mexico,Snacks
Sub-Saharan Africa,Madagascar,Personal Care
Sub-Saharan Africa,Djibouti,Beverages
Europe,Andorra,Cereal
Middle East and North Africa,Syria,Baby Food
Sub-Saharan Africa,Namibia,Clothes
Asia,Tajikistan,Cereal
Central America and the Caribbean,Haiti,Baby Food
Sub-Saharan Africa,Botswana,Cereal
Asia,Laos,Fruits
Europe,Netherlands,Clothes
Sub-Saharan Africa,Seychelles ,Office Supplies
Middle East and North Africa,Somalia,Office Supplies
Australia and Oceania,Australia,Vegetables
Asia,Sri Lanka,Cosmetics
Europe,Malta,Meat
Europe,Georgia,Cereal
Sub-Saharan Africa,Liberia,Cosmetics
Europe,United Kingdom,Household
Sub-Saharan Africa,Chad,Meat
Europe,Luxembourg,Vegetables
Asia,Myanmar,Cereal
Asia,Mongolia,Fruits
Asia,Tajikistan,Personal Care
Sub-Saharan Africa,Namibia,Office Supplies
Middle East and North Africa,Pakistan,Fruits
Middle East and North Africa,Lebanon,Vegetables
Asia,Malaysia,Cereal
Asia,Bhutan,Meat
Central America and the Caribbean,Dominican Republic,Beverages
Europe,Austria,Cereal
Australia and Oceania,New Zealand,Cosmetics
Europe,Georgia,Beverages
Central America and the Caribbean,Guatemala,Cosmetics
Sub-Saharan Africa,Ethiopia,Household
Middle East and North Africa,Lebanon,Baby Food
Europe,Albania,Clothes
Sub-Saharan Africa,Botswana,Office Supplies
Australia and Oceania,Solomon Islands,Vegetables
Middle East and North Africa,Jordan,Beverages
Middle East and North Africa,Iran,Fruits
Middle East and North Africa,Jordan,Clothes
Europe,Liechtenstein,Vegetables
Europe,France,Baby Food
Europe,Portugal,Clothes
Central America and the Caribbean,Cuba,Office Supplies
Europe,Lithuania,Clothes
Asia,Laos,Personal Care
North America,Mexico,Vegetables
Middle East and North Africa,Saudi Arabia,Household
Europe,Luxembourg,Baby Food
Sub-Saharan Africa,The Gambia,Snacks
Sub-Saharan Africa,Mozambique,Fruits
Central America and the Caribbean,Barbados,Household
Sub-Saharan Africa,Mozambique,Cosmetics
Sub-Saharan Africa,Namibia,Beverages
Sub-Saharan Africa,Comoros,Clothes
Australia and Oceania,Solomon Islands,Clothes
Asia,Japan,Personal Care
Sub-Saharan Africa,Cameroon,Cosmetics
Central America and the Caribbean,Haiti,Baby Food
Sub-Saharan Africa,Sudan,Beverages
Europe,Russia,Vegetables
Sub-Saharan Africa,Equatorial Guinea,Household
Australia and Oceania,East Timor,Vegetables
Sub-Saharan Africa,Burkina Faso,Personal Care
Europe,Vatican City,Household
Europe,Italy,Clothes
Asia,Laos,Snacks
Sub-Saharan Africa,Kenya,Beverages
Central America and the Caribbean,Guatemala,Snacks
Asia,Indonesia,Personal Care
Europe,Montenegro,Clothes
Central America and the Caribbean,Dominica,Cereal
Asia,Tajikistan,Cereal
Asia,Philippines,Office Supplies
Europe,Norway,Vegetables
Europe,Sweden,Office Supplies
Europe,San Marino,Household
Australia and Oceania,Samoa ,Meat
Europe,Spain,Snacks
Australia and Oceania,Marshall Islands,Baby Food
Asia,Maldives,Household
Asia,Maldives,Beverages
Asia,Bangladesh,Office Supplies
Europe,Bosnia and Herzegovina,Cereal
Europe,Denmark,Office Supplies
Sub-Saharan Africa,Mali,Baby Food
Europe,Germany,Vegetables
Asia,Bangladesh,Beverages
Central America and the Caribbean,Saint Lucia,Baby Food
Central America and the Caribbean,Costa Rica,Beverages
Australia and Oceania,Solomon Islands,Snacks
Europe,Montenegro,Clothes
Europe,Macedonia,Snacks
Sub-Saharan Africa,Kenya,Baby Food
Middle East and North Africa,Yemen,Baby Food
Asia,Cambodia,Snacks
Asia,Laos,Baby Food
Sub-Saharan Africa,Niger,Fruits
Central America and the Caribbean,Nicaragua,Cosmetics
Middle East and North Africa,Algeria,Fruits
Australia and Oceania,Vanuatu,Clothes
Asia,Vietnam,Cereal
Europe,Russia,Meat
Middle East and North Africa,Somalia,Fruits
Central America and the Caribbean,Guatemala,Fruits
Asia,Taiwan,Household
Middle East and North Africa,Lebanon,Vegetables
Sub-Saharan Africa,Cape Verde,Cosmetics
Europe,Bosnia and Herzegovina,Snacks
Middle East and North Africa,Algeria,Cosmetics
Middle East and North Africa,Pakistan,Household
Sub-Saharan Africa,Zimbabwe,Cereal
Europe,Sweden,Personal Care
Sub-Saharan Africa,Angola,Snacks
Australia and Oceania,Federated States of Micronesia,Beverages
Europe,Croatia,Fruits
Central America and the Caribbean,Grenada,Snacks
Asia,North Korea,Beverages
Sub-Saharan Africa,Guinea-Bissau,Fruits
Europe,Belarus,Baby Food
Asia,Brunei,Snacks
Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care
Asia,Taiwan,Snacks
Middle East and North Africa,United Arab Emirates,Office Supplies
Asia,Turkmenistan,Household
Asia,Myanmar,Cereal
Europe,Iceland,Baby Food
Central America and the Caribbean,Jamaica,Clothes
Europe,Ireland,Personal Care
Central America and the Caribbean,Antigua and Barbuda ,Personal Care
Australia and Oceania,Nauru,Snacks
Sub-Saharan Africa,Liberia,Vegetables
Middle East and North Africa,Algeria,Snacks
Europe,United Kingdom,Office Supplies
Middle East and North Africa,Yemen,Personal Care
Middle East and North Africa,Bahrain,Cosmetics
Sub-Saharan Africa,Senegal,Household
Europe,Latvia,Household
Sub-Saharan Africa,Democratic Republic of the Congo,Meat
Middle East and North Africa,Afghanistan,Household
Sub-Saharan Africa,Uganda,Fruits
Central America and the Caribbean,Dominican Republic,Household
Sub-Saharan Africa,Comoros,Snacks
Middle East and North Africa,Algeria,Beverages
Sub-Saharan Africa,Cape Verde,Snacks
Europe,Switzerland,Personal Care
Central America and the Caribbean,Trinidad and Tobago,Clothes
Central America and the Caribbean,Dominica,Fruits
Central America and the Caribbean,Saint Kitts and Nevis ,Household
Central America and the Caribbean,The Bahamas,Personal Care
Australia and Oceania,Nauru,Meat
Sub-Saharan Africa,Sao Tome and Principe,Snacks
Asia,Vietnam,Beverages
Asia,Uzbekistan,Baby Food
Asia,Brunei,Fruits
Europe,Georgia,Snacks
Central America and the Caribbean,Haiti,Clothes
Sub-Saharan Africa,Angola,Baby Food
Middle East and North Africa,Syria,Fruits
Europe,Spain,Personal Care
Europe,Poland,Meat
North America,Canada,Clothes
Asia,Kazakhstan,Clothes
Sub-Saharan Africa,Cape Verde,Cosmetics
Asia,Malaysia,Fruits
Middle East and North Africa,Azerbaijan,Meat
Sub-Saharan Africa,Namibia,Beverages
Europe,Georgia,Beverages
Sub-Saharan Africa,South Africa,Office Supplies
Australia and Oceania,Federated States of Micronesia,Meat
Asia,Bangladesh,Cereal
Sub-Saharan Africa,South Africa,Baby Food
Middle East and North Africa,Yemen,Baby Food
Europe,Belgium,Beverages
Australia and Oceania,Palau,Fruits
Central America and the Caribbean,Trinidad and Tobago,Household
Central America and the Caribbean,Trinidad and Tobago,Office Supplies
Central America and the Caribbean,Jamaica,Cereal
Asia,Turkmenistan,Snacks
Asia,Tajikistan,Cereal
Europe,Netherlands,Clothes
Europe,Denmark,Cereal
Sub-Saharan Africa,Togo,Baby Food
Sub-Saharan Africa,Benin,Meat
Asia,Kazakhstan,Fruits
Sub-Saharan Africa,Mauritius ,Fruits
Sub-Saharan Africa,Burundi,Beverages
Sub-Saharan Africa,Chad,Cereal
Sub-Saharan Africa,Seychelles ,Cosmetics
Europe,Spain,Household
Sub-Saharan Africa,South Sudan,Snacks
Central America and the Caribbean,Panama,Cosmetics
Europe,Belarus,Household
Sub-Saharan Africa,Kenya,Household
Sub-Saharan Africa,Uganda,Baby Food
Sub-Saharan Africa,Sierra Leone,Snacks
Sub-Saharan Africa,The Gambia,Baby Food
Asia,Laos,Office Supplies
Middle East and North Africa,Azerbaijan,Personal Care
Sub-Saharan Africa,Malawi,Meat
Central America and the Caribbean,Trinidad and Tobago,Office Supplies
Sub-Saharan Africa,The Gambia,Cereal
Asia,North Korea,Snacks
Sub-Saharan Africa,Senegal,Cosmetics
Europe,Kosovo,Cereal
Europe,Albania,Cereal
Australia and Oceania,Tonga,Baby Food
Europe,Moldova ,Cereal
Europe,Ireland,Fruits
